Account ID,Backlog Rev,Bio Reactors used,BM Test,Campaign ID,Cell Culture Media,Cell Type,Close Date,Closed,Closed Lost Reason,Competitive Product Details,Contact ID,COVID Notes,COVID Status,Created By ID,Created by Lead Conversion,Created Date,Date Opportunity was Closed,Deleted,DOR Distributor,DOR Expiration,Final Quote,Fiscal Period,Fiscal Quarter,Fiscal Year,Forecast Category,Forecast Category1,Forecast Q Commit,Forecast Q Prior Commit,Funding Source,Has Line Item,Has Open Activity,Has Overdue Task,Industry,Install This Quarter,Interface Type,Internal Forecast,Last Activity,Last Modified By ID,Last Modified Date,Last Referenced Date,Last Stage Change Date,Last Stage Change Date1,Last Viewed Date,LDO,LDO Priority Level,Lead Application,Lead Source,LS Other Research Area,LS Research Area,Mass Spec Manufacturer,Mass Spec Type,Media Provider,Opportunity ID,Opportunity Type,Order Finalized,Other Closed Lost Details,Other Mass Spec Type,Other Research Area,Owner ID,Price Book ID,Primary Application,Primary Application (FF),Primary Contact,Product Category,Product of Interest,Purchase Agent,Quote ID,Record Type ID,Registered Vendor (confirmed),Secondary Application (FF),Ship This Quarter,Ship This Quarter List,Signing Authority,Stage,Standard Application,System Modstamp,Technical Owner,Training Date,Validated Customer Needs,Won,# Close Date Extensions,# Close Date Month Extensions,Amount,Days Open,Expected Amount,Probability (%),Push Count
0015A00001taTGPQA2,FALSE,,FALSE,,,,09-12-2019,TRUE,,,0035A00003TS3TCQA1,,,0055A000008iLoOQAU,FALSE,21-11-2019 14:56,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2019,4,2019,Closed,Closed,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,,FALSE,01-01-1999,0055A00000BclF5QAJ,10-04-2021 22:59,0,09-12-2019 16:12,01-01-1999,,FALSE,,,Trade Show,,,,,,0065A00001Y1OOOQA3,,FALSE,,,,0055A000008iLoOQAU,01s5A000004PkYeQAK,,,0035A00003TS3TCQA1,Consumables,ZipChip,,,0125A000001ESVfQAO,FALSE,,FALSE,,,Closed Won,FALSE,29-06-2021 20:34,,,FALSE,TRUE,5,3,347,,347,100,0
0013100001p5ATcAAM,FALSE,,FALSE,,,,17-12-2019,TRUE,,,0035A00003XCAMyQAP,,,0055A000008iLoOQAU,FALSE,27-08-2019 13:38,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2019,4,2019,Closed,Closed,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,,FALSE,01-01-1999,0055A00000BclF5QAJ,10-04-2021 22:59,0,17-12-2019 14:07,01-01-1999,,FALSE,,,Website,,,,,,0065A00001XG3UyQAL,,FALSE,,,,0055A000008iLoOQAU,01s5A000004PlSkQAK,,,0035A00003XCAMyQAP,Consumables,ZipChip,,,0125A000001ESVfQAO,FALSE,,FALSE,,,Closed Won,FALSE,29-06-2021 20:34,,,FALSE,TRUE,5,3,5632,,5632,100,0
0013100001fpk4nAAA,FALSE,,FALSE,,,,21-10-2019,TRUE,,,,,,0055A000008iLoOQAU,FALSE,19-08-2019 18:42,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2019,4,2019,Closed,Closed,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,,FALSE,01-01-1999,0055A00000BclF5QAJ,11-04-2021 19:52,0,21-10-2019 19:22,01-01-1999,,FALSE,,,Inside Sales,,,,,,0065A00001M9pJmQAJ,,FALSE,,,,0055A000008iLoOQAU,01s5A000005z9ixQAA,,,0035A00003W0qlAQAR,Consumables,ZipChip,0035A00003W0qlAQAR,,0125A000001ESVfQAO,FALSE,,FALSE,,,Closed Won,FALSE,29-06-2021 20:34,,,FALSE,TRUE,5,3,4450,,4450,100,0
0013100001fqyXRAAY,FALSE,,FALSE,,,,12-10-2019,TRUE,,,0035A00003UYJtAQAX,,,0055A000008iLoOQAU,FALSE,12-07-2019 15:09,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2019,4,2019,Closed,Closed,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,,FALSE,01-01-1999,0055A00000BclF5QAJ,11-04-2021 19:52,0,21-10-2019 19:14,01-01-1999,,FALSE,,,Inside Sales,,,,,,0065A00001VfvGNQAZ,,FALSE,,,,0055A000008iLoOQAU,01s5A000005z9ixQAA,,,0035A00003UYJtAQAX,Consumables,ZipChip,,,0125A000001ESVfQAO,FALSE,,FALSE,,,Closed Won,FALSE,29-06-2021 20:34,,,FALSE,TRUE,5,3,3245,,3245,100,0
0013100001qvZsSAAU,FALSE,,FALSE,,,,01-11-2019,TRUE,,,0035A00003KtL2lQAF,,,0055A000008iLoOQAU,FALSE,01-08-2019 17:43,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2019,4,2019,Closed,Closed,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,,FALSE,01-01-1999,0055A00000BclF5QAJ,10-04-2021 22:59,0,05-11-2019 14:48,01-01-1999,,FALSE,,,Google Natural Search,,,,,,0065A00001WwLedQAF,,FALSE,,,,0055A000008iLoOQAU,01s5A000005z9ixQAA,,,0035A00003KtL2lQAF,Consumables,ZipChip,,,0125A000001ESVfQAO,FALSE,,FALSE,,,Closed Won,FALSE,29-06-2021 20:34,,,FALSE,TRUE,5,3,670,,670,100,0
0013100001fqyXRAAY,FALSE,,FALSE,,,,21-10-2019,TRUE,,,0035A00003UYJtAQAX,,,0055A000008iLoOQAU,FALSE,13-09-2019 21:03,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2019,4,2019,Closed,Closed,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,,FALSE,01-01-1999,0055A00000BclF5QAJ,10-04-2021 22:59,0,21-10-2019 19:15,01-01-1999,,FALSE,,,Referral,,,,,,0065A00001XIWPQQA5,,FALSE,,,,0055A000008iLoOQAU,01s5A000005z9ixQAA,,,0035A00003UYJtAQAX,Consumables,ZipChip,,,0125A000001ESVfQAO,FALSE,,FALSE,,,Closed Won,FALSE,29-06-2021 20:34,,,FALSE,TRUE,5,3,3245,,3245,100,0
0015A00001tasCtQAI,FALSE,,FALSE,,,,22-10-2019,TRUE,,,0035A00003Ywsf7QAB,,,0055A000008iLoOQAU,FALSE,16-10-2019 17:49,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2019,4,2019,Closed,Closed,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,,FALSE,01-01-1999,0055A00000BclF5QAJ,10-04-2021 22:59,0,12-12-2019 17:06,01-01-1999,,FALSE,,,Website,,,,,,0065A00001XdNNLQA3,,FALSE,,,,0055A000008iLoOQAU,01s5A000005z9ixQAA,,,0035A00003PrSUbQAN,Consumables,ZipChip,,,0125A000001ESVfQAO,FALSE,,FALSE,,,Closed Won,FALSE,29-06-2021 20:34,,,FALSE,TRUE,5,3,5120,,5120,100,0
0013100001gYA7VAAW,FALSE,,FALSE,,,,29-10-2019,TRUE,,,,,,0055A000008iLoOQAU,FALSE,23-10-2019 18:40,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2019,4,2019,Closed,Closed,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,,FALSE,01-01-1999,0055A00000BclF5QAJ,10-04-2021 22:59,0,29-10-2019 16:26,01-01-1999,,FALSE,,,Other,,,,,,0065A00001XkYPmQAN,,FALSE,,,,0055A000008iLoOQAU,01s5A000005z9ixQAA,,,0033100002xR8XsAAK,Consumables,ZipChip,0033100002xR8XsAAK,,0125A000001ESVfQAO,FALSE,,FALSE,,,Closed Won,FALSE,29-06-2021 20:34,,,FALSE,TRUE,5,3,14760,,14760,100,0
0013100001fqyXRAAY,FALSE,,FALSE,,,,07-11-2019,TRUE,,,0035A00003UYJtAQAX,,,0055A000008iLoOQAU,FALSE,28-10-2019 21:16,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2019,4,2019,Closed,Closed,FALSE,FALSE,,TRUE,FALSE,FALSE,Academia,FALSE,,FALSE,01-01-1999,0055A00000BclF5QAJ,11-04-2021 19:52,0,07-11-2019 16:50,01-01-1999,,FALSE,,,Inside Sales,,,,,,0065A00001XokP6QAJ,,FALSE,,,,0055A000008iLoOQAU,01s5A000005z9ixQAA,,,0035A00003UYJtAQAX,Consumables,ZipChip,,,0125A000001ESVfQAO,FALSE,,FALSE,,,Closed Won,FALSE,29-06-2021 20:34,,,FALSE,TRUE,5,3,3245,,3245,100,0
0013100001qvZsSAAU,FALSE,,FALSE,,,,07-11-2019,TRUE,,,0035A00003KtL2lQAF,,,0055A000008iLoOQAU,FALSE,01-11-2019 18:06,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2019,4,2019,Closed,Closed,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,,FALSE,01-01-1999,0055A00000BclF5QAJ,10-04-2021 22:59,0,07-11-2019 17:15,01-01-1999,,FALSE,,,Google Natural Search,,,,,,0065A00001Xpl0EQAR,,FALSE,,,,0055A000008iLoOQAU,01s5A000005z9ixQAA,,,0035A00003KtL2lQAF,Consumables,ZipChip,,,0125A000001ESVfQAO,FALSE,,FALSE,,,Closed Won,FALSE,29-06-2021 20:34,,,FALSE,TRUE,5,3,4450,,4450,100,0
0013100001puTdTAAU,FALSE,,FALSE,,,,22-11-2019,TRUE,,,0035A00003YbhlNQAR,,,0055A000008iLoOQAU,FALSE,07-11-2019 16:54,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2019,4,2019,Closed,Closed,FALSE,FALSE,,TRUE,FALSE,FALSE,Biopharma/Pharmaceuticals,FALSE,,FALSE,01-01-1999,0055A00000BclF5QAJ,10-04-2021 22:59,0,22-11-2019 17:46,01-01-1999,,FALSE,,,Website,,,,,,0065A00001XqMGAQA3,,FALSE,,,,0055A000008iLoOQAU,01s5A000005z9ixQAA,,,0035A00003YbhlNQAR,Consumables,ZipChip,,,0125A000001ESVfQAO,FALSE,,FALSE,,,Closed Won,FALSE,29-06-2021 20:34,,,FALSE,TRUE,5,3,4585,,4585,100,0
0013100001fpKktAAE,FALSE,,FALSE,,,,21-11-2019,TRUE,,,,,,0055A000008iLoOQAU,FALSE,08-11-2019 13:53,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2019,4,2019,Closed,Closed,FALSE,FALSE,,TRUE,FALSE,FALSE,Biopharma/Pharmaceuticals,FALSE,,FALSE,01-01-1999,0055A00000BclF5QAJ,10-04-2021 22:59,0,21-11-2019 22:48,01-01-1999,,FALSE,,,Website,,,,,,0065A00001XqR5WQAV,,FALSE,,,,0055A000008iLoOQAU,01s5A000005z9ixQAA,,,0033100002vk0tMAAQ,Consumables,ZipChip,0033100002vk0tMAAQ,,0125A000001ESVfQAO,FALSE,,FALSE,,,Closed Won,FALSE,29-06-2021 20:34,,,FALSE,TRUE,5,3,5120,,5120,100,0
0013100001qvZsSAAU,FALSE,,FALSE,,,,18-12-2019,TRUE,,,0035A00003KtL2lQAF,,,0055A000008iLoOQAU,FALSE,09-12-2019 16:21,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2019,4,2019,Closed,Closed,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,,FALSE,01-01-1999,0055A00000BclF5QAJ,10-04-2021 22:59,0,18-12-2019 13:27,01-01-1999,,FALSE,,,Google Natural Search,,,,,,0065A00001YKRZsQAP,,FALSE,,,,0055A000008iLoOQAU,01s5A000005z9ixQAA,,,0035A00003KtL2lQAF,Consumables,ZipChip,,,0125A000001ESVfQAO,FALSE,,FALSE,,,Closed Won,FALSE,29-06-2021 20:34,,,FALSE,TRUE,5,3,6490,,6490,100,0
0013100001jbBzlAAE,FALSE,,FALSE,,,,14-10-2020,TRUE,,,,,,0055A000008iLoOQAU,FALSE,14-10-2020 23:43,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2020,4,2020,Closed,Closed,FALSE,FALSE,,TRUE,FALSE,FALSE,Biopharma/Pharmaceuticals,FALSE,,FALSE,01-01-1999,0055A00000BclF5QAJ,10-04-2021 22:59,0,01-01-1999 00:00,01-01-1999,,FALSE,,,Other,,,,,,0065A00001brCy0QAE,,FALSE,,,,0055A000008iLoOQAU,01s5A000005x0sjQAA,,,00331000030OryMAAS,Consumables,ZipChip,00331000030OryMAAS,,0125A000001ESVfQAO,FALSE,,FALSE,,,Closed Won,FALSE,29-06-2021 20:34,,,FALSE,TRUE,5,3,1370,,1370,100,0
0015A00002IrEm8QAF,FALSE,,FALSE,,,,12-11-2020,TRUE,,,0035A00003dYA4oQAG,,,0055A000008iLoOQAU,FALSE,13-11-2020 02:55,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2020,4,2020,Closed,Closed,FALSE,FALSE,,TRUE,FALSE,FALSE,Biopharma/Pharmaceuticals,FALSE,,FALSE,01-01-1999,0055A00000BclF5QAJ,10-04-2021 22:59,0,01-01-1999 00:00,01-01-1999,,FALSE,,,Other,,,,,,0065A00001cTlP9QAK,,FALSE,,,,0055A000008iLoOQAU,01s5A000005x0sjQAA,,,0035A00003dYA4oQAG,Consumables,ZipChip,,,0125A000001ESVfQAO,FALSE,,FALSE,,,Closed Won,FALSE,29-06-2021 20:34,,,FALSE,TRUE,5,3,1390,,1390,100,0
0015A00002FTtBNQA1,FALSE,,FALSE,,,,20-12-2019,TRUE,,,0035A00003aJIA1QAO,,,0055A000008iLoOQAU,FALSE,19-12-2019 22:14,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2019,4,2019,Closed,Closed,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,,FALSE,01-01-1999,0055A00000BclF5QAJ,10-04-2021 22:59,0,23-12-2019 18:49,01-01-1999,,FALSE,,,Website,,,,,,0065A00001YPn9FQAT,,FALSE,,,,00531000008F2psAAC,01s5A000005z9ixQAA,,,0035A00003aJIA1QAO,Consumables,ZipChip,,,0125A000001ESVfQAO,FALSE,,FALSE,,,Closed Won,FALSE,29-06-2021 20:34,0055A00000BctMsQAJ,,FALSE,TRUE,5,3,8618.04,,8618.04,100,0
0013100001hoCcAAAU,FALSE,,FALSE,,,,12-11-2019,TRUE,,,0035A00003YbVVzQAN,,,0055A000008zqzaQAA,FALSE,12-09-2019 13:06,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2019,4,2019,Closed,Closed,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,,FALSE,01-01-1999,0055A00000BclF5QAJ,10-04-2021 22:59,0,15-11-2019 20:10,01-01-1999,,FALSE,,,Trade Show,,,,,,0065A00001XHniGQAT,,FALSE,,,,0055A000008zqzaQAA,01s5A000005z9ixQAA,,,0035A00003YbVVzQAN,Consumables,ZipChip,,,0125A000001ESVfQAO,FALSE,,FALSE,,,Closed Won,FALSE,29-06-2021 20:34,0055A00000BctN2QAJ,,FALSE,TRUE,5,3,670,,670,100,0
0015A00001xPWrZQAW,FALSE,,FALSE,,,,19-12-2018,TRUE,,,0035A00003JifMUQAZ,,,0055A000008iLoJQAU,FALSE,02-10-2018 14:58,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2018,4,2018,Closed,Closed,FALSE,FALSE,,TRUE,FALSE,FALSE,Biopharma/Pharmaceuticals,FALSE,,FALSE,01-01-1999,0055A00000BclF5QAJ,10-04-2021 22:59,0,19-12-2018 23:49,01-01-1999,,FALSE,,,Referral,,,,,,0065A00000loLHDQA2,,FALSE,,,,0055A000008iLoJQAU,01s31000003qafeAAA,Biotherapeutics,,,Consumables,ZipChip,,,0125A000001ESVfQAO,FALSE,,FALSE,,,Closed Won,FALSE,29-06-2021 20:34,,,FALSE,TRUE,5,3,8050,,8050,100,0
0013100001p4NvZAAU,FALSE,,FALSE,,,,17-11-2019,TRUE,,,,,,0055A000008iLoJQAU,FALSE,09-11-2019 00:51,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2019,4,2019,Closed,Closed,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,Auto-Si,FALSE,01-01-1999,0055A00000BclF5QAJ,10-04-2021 22:59,0,18-11-2019 06:18,01-01-1999,,FALSE,,,Referral,,,,,,0065A00001Xr4hsQAB,,FALSE,,,,0055A000008iLoJQAU,01s5A000005z9ixQAA,,,0035A00003IPUBfQAP,Consumables,ZipChip,,,0125A000001ESVfQAO,FALSE,,FALSE,,,Closed Won,FALSE,29-06-2021 20:34,,,FALSE,TRUE,5,3,4995,,4995,100,0
0013100001jbTegAAE,FALSE,,FALSE,,,,02-11-2020,TRUE,,,0035A00003kgXl6QAE,,,0055A000008iLoOQAU,FALSE,02-11-2020 16:07,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2020,4,2020,Closed,Closed,FALSE,FALSE,,TRUE,FALSE,FALSE,Biopharma/Pharmaceuticals,FALSE,Auto-Si,FALSE,01-01-1999,0055A00000BclF5QAJ,11-04-2021 20:07,0,01-01-1999 00:00,01-01-1999,,FALSE,,,Field Sales,,,Sciex,,,0065A00001cJSYUQA4,,FALSE,,,,0055A000008iLoOQAU,01s5A000005x0sjQAA,,,0035A00003kgXl6QAE,Consumables,ZipChip,,,0125A000001ESVfQAO,FALSE,,FALSE,,,Closed Won,FALSE,29-06-2021 20:34,0055A00000BctMsQAJ,,FALSE,TRUE,5,3,625.5,,625.5,100,0
0013100001puTb4AAE,FALSE,,FALSE,,,,03-10-2019,TRUE,,,0035A00003TUBrwQAH,,,0055A000008iLoOQAU,FALSE,26-06-2019 14:18,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2019,4,2019,Closed,Closed,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,,FALSE,01-01-1999,0055A00000BclF5QAJ,10-04-2021 22:59,0,02-12-2019 19:47,01-01-1999,,FALSE,,,Website,,,Thermo,,,0065A00001Umwb9QAB,,FALSE,,,,0055A000008iLoOQAU,01s5A000005z9ixQAA,,,0035A00003TUBrwQAH,Consumables,ZipChip,,,0125A000001ESVfQAO,FALSE,,FALSE,,,Closed Won,FALSE,29-06-2021 20:34,,,FALSE,TRUE,5,3,22570,,22570,100,0
0013100001qvZsSAAU,FALSE,,FALSE,,,,07-11-2019,TRUE,,,0035A00003KtL2lQAF,,,0055A000008iLoOQAU,FALSE,01-11-2019 13:16,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2019,4,2019,Closed,Closed,FALSE,FALSE,,TRUE,FALSE,FALSE,Biopharma/Pharmaceuticals,FALSE,,FALSE,01-01-1999,0055A00000BclF5QAJ,10-04-2021 22:59,0,07-11-2019 17:16,01-01-1999,,FALSE,,,Google Natural Search,,,Thermo,,,0065A00001XpiFCQAZ,,FALSE,,,,0055A000008iLoOQAU,01s5A000005z9ixQAA,,,0035A00003KtL2lQAF,Consumables,ZipChip,,,0125A000001ESVfQAO,FALSE,,FALSE,,,Closed Won,FALSE,29-06-2021 20:34,,,FALSE,TRUE,5,3,3245,,3245,100,0
0013100001p5ATcAAM,FALSE,,FALSE,,,,23-10-2020,TRUE,,,0035A00003NtkBGQAZ,,,00531000007KAu8AAG,FALSE,08-10-2020 09:27,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2020,4,2020,Closed,Closed,FALSE,FALSE,,TRUE,FALSE,FALSE,Biopharma/Pharmaceuticals,FALSE,Auto-Classic,FALSE,01-01-1999,0055A00000BclF5QAJ,11-04-2021 19:52,0,24-10-2020 15:17,01-01-1999,,FALSE,,,Inside Sales,,,Thermo,"QE EMR UHMR (Plus, HF, HF-X with BioPharma)",,0065A00001bqpEpQAI,,FALSE,,,,00531000007KAu8AAG,01s5A000005x0vsQAA,Biotherapeutics,,0035A00003NtkBGQAZ,Consumables,ZipChip,,,0125A000001ESVfQAO,FALSE,,FALSE,,,Closed Won,FALSE,29-06-2021 20:34,0055A00000Bd4jEQAR,,FALSE,TRUE,5,3,9945,,9945,100,0
0013100001p5ATcAAM,FALSE,,FALSE,,,,23-10-2020,TRUE,,,0035A00003NtkBGQAZ,,,00531000007KAu8AAG,FALSE,14-10-2020 10:09,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2020,4,2020,Closed,Closed,FALSE,FALSE,,TRUE,FALSE,FALSE,Biopharma/Pharmaceuticals,FALSE,Auto-Classic,FALSE,01-01-1999,0055A00000BclF5QAJ,11-04-2021 19:52,0,24-10-2020 15:19,01-01-1999,,FALSE,,,Inside Sales,,,Thermo,"QE EMR UHMR (Plus, HF, HF-X with BioPharma)",,0065A00001br9bgQAA,,FALSE,,,,00531000007KAu8AAG,01s5A000005x0vsQAA,Biotherapeutics,,0035A00003NtkBGQAZ,Consumables,ZipChip,,,0125A000001ESVfQAO,FALSE,,FALSE,,,Closed Won,FALSE,29-06-2021 20:34,0055A00000Bd4jEQAR,,FALSE,TRUE,5,3,9180,,9180,100,0
0015A000026AUVzQAO,FALSE,,FALSE,,,,31-12-2020,TRUE,,,0035A00003NGnCPQA1,,,00531000007KAu8AAG,FALSE,22-12-2020 11:24,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2020,4,2020,Closed,Closed,FALSE,FALSE,,TRUE,FALSE,FALSE,Biopharma/Pharmaceuticals,FALSE,Auto-Ti,FALSE,01-01-1999,0055A00000BclF5QAJ,11-04-2021 19:52,0,04-01-2021 15:03,01-01-1999,,FALSE,,,Inside Sales,,,Thermo,Fusion Lumos,,0065A00001cpyD0QAI,,FALSE,,,,00531000007KAu8AAG,01s5A000005x0vsQAA,Biotherapeutics,,0035A00003NGnCPQA1,Consumables,ZipChip,,,0125A000001ESVfQAO,FALSE,,FALSE,,,Closed Won,FALSE,29-06-2021 20:34,0055A00000Bd4jEQAR,,FALSE,TRUE,5,3,10710,,10710,100,0
0013100001gbb7YAAQ,FALSE,,FALSE,,,,05-11-2019,TRUE,,,0035A00003YdqIVQAZ,,,0055A000008iLoOQAU,FALSE,18-09-2019 01:43,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2019,4,2019,Closed,Closed,FALSE,FALSE,,TRUE,FALSE,FALSE,Biopharma/Pharmaceuticals,FALSE,,FALSE,01-01-1999,0055A00000BclF5QAJ,10-04-2021 22:59,0,05-11-2019 18:01,01-01-1999,,FALSE,,,Website,,,,,,0065A00001XKTHFQA5,,FALSE,,,,0055A000008iLoOQAU,01s5A000005z9ixQAA,,,0035A00003YdqIVQAZ,Service,ZipChip,,,0125A000001ESVfQAO,FALSE,,FALSE,,,Closed Won,FALSE,29-06-2021 20:34,,,FALSE,TRUE,5,3,10045,,10045,100,0
0013100001gbb7YAAQ,FALSE,,FALSE,,,,11-11-2019,TRUE,,,,,,0055A000008iLoOQAU,FALSE,11-10-2019 14:35,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2019,4,2019,Closed,Closed,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,,FALSE,01-01-1999,0055A00000BclF5QAJ,11-04-2021 19:52,0,15-11-2019 12:54,01-01-1999,,FALSE,,,Inside Sales,,,,,,0065A00001XbNyPQAV,,FALSE,,,,0055A000008iLoOQAU,01s5A000005z9ixQAA,,,0033100003APmTVAA1,Service,ZipChip,0033100003APmTVAA1,,0125A000001ESVfQAO,FALSE,,FALSE,,,Closed Won,FALSE,29-06-2021 20:34,,,FALSE,TRUE,5,3,8950,,8950,100,0
0015A00001taTGPQA2,FALSE,,FALSE,,,,09-12-2019,TRUE,,,0035A00003TS3TCQA1,,,0055A000008iLoOQAU,FALSE,21-11-2019 18:09,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2019,4,2019,Closed,Closed,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,,FALSE,01-01-1999,0055A00000BclF5QAJ,10-04-2021 22:59,0,09-12-2019 16:11,01-01-1999,,FALSE,,,Trade Show,,,,,,0065A00001Y1PwBQAV,,FALSE,,,,0055A000008iLoOQAU,01s5A000005z9ixQAA,,,0035A00003TS3TCQA1,Service,ZipChip,,,0125A000001ESVfQAO,FALSE,,FALSE,,,Closed Won,FALSE,29-06-2021 20:34,,,FALSE,TRUE,5,3,8950,,8950,100,0
0013100001k6JgGAAU,FALSE,,FALSE,,,,12-12-2019,TRUE,,,0035A00003ZhPIrQAN,,,0055A000008iLoOQAU,FALSE,06-12-2019 15:00,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2019,4,2019,Closed,Closed,FALSE,FALSE,,TRUE,FALSE,FALSE,,FALSE,,FALSE,01-01-1999,0055A00000BclF5QAJ,10-04-2021 22:59,0,12-12-2019 19:15,01-01-1999,,FALSE,,,Website,,,,,,0065A00001YJe0wQAD,,FALSE,,,,0055A000009GjocQAC,01s5A000005z9ixQAA,,,0035A00003ZhPIrQAN,Service,ZipChip,,,0125A000001ESVfQAO,FALSE,,FALSE,,,Closed Won,FALSE,29-06-2021 20:34,,,FALSE,TRUE,5,3,9995,,9995,100,0
0013100001gbb7YAAQ,FALSE,,FALSE,,,,31-12-2018,TRUE,,,0033100003APmTVAA1,,,0055A000008zqzaQAA,FALSE,28-09-2018 13:25,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2018,4,2018,Closed,Closed,FALSE,FALSE,,TRUE,FALSE,FALSE,Biopharma/Pharmaceuticals,FALSE,,FALSE,01-01-1999,0055A00000BclF5QAJ,10-04-2021 22:59,0,14-01-2019 14:07,01-01-1999,,FALSE,,,Referral,,,,,,0065A00000lntlrQAA,,FALSE,,,,0055A000008zqzaQAA,01s31000003qafeAAA,,,,Service,ZipChip,,,0125A000001ESVfQAO,FALSE,,FALSE,,,Closed Won,FALSE,29-06-2021 20:34,0055A00000BctN2QAJ,,FALSE,TRUE,5,3,8950,,8950,100,0
0013100001qyrQqAAI,FALSE,,FALSE,,,,21-11-2017,TRUE,,,,,,00531000008FRNUAA4,FALSE,10-11-2017 19:30,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2017,4,2017,Closed,Closed,FALSE,FALSE,,TRUE,FALSE,FALSE,Other,FALSE,,FALSE,01-01-1999,0055A00000BclF5QAJ,11-04-2021 20:03,0,10-03-2018 15:07,01-01-1999,,FALSE,,Other,Other,,,,,,0065A00000iTOvDQAW,,FALSE,,,,0055A000008iLoOQAU,01s31000003qafeAAA,Other,,,System,ZipChip,,,0125A000001ESVfQAO,FALSE,,FALSE,,,Closed Won,FALSE,29-06-2021 20:34,,,FALSE,TRUE,5,3,29050,,29050,100,0
0013100001qyrRZAAY,FALSE,,FALSE,,,,21-11-2017,TRUE,,,,,,00531000008FRNUAA4,FALSE,21-11-2017 13:35,01-01-1999,FALSE,,01-01-1999,FALSE,01-04-2017,4,2017,Closed,Closed,FALSE,FALSE,,TRUE,FALSE,FALSE,Other,FALSE,,FALSE,01-01-1999,0055A00000BclF5QAJ,11-04-2021 20:03,0,10-03-2018 15:07,01-01-1999,,FALSE,,Biotherapeutics,Other,,,,,,0065A00000iTdfKQAS,,FALSE,,,,0055A000008iLoOQAU,01s31000003qafeAAA,Biotherapeutics,,,System,ZipChip,,,0125A000001ESVfQAO,FALSE,,FALSE,,,Closed Won,FALSE,29-06-2021 20:34,0055A00000BctMsQAJ,,FALSE,TRUE,5,3,43015,,43015,100,0
